time,text
1년 전,"아 끔찍하다
모두 정해져있던
운명들 ~"
1년 전,이태원사고를 정치쟁점화하여 확대하지 맙시다.
1년 전,음 알빠인가요
1년 전,20초 30초가 살아있는다고해서 사회 기여도가 얼마나 될련지 의문 자기 하고 싶은데로 하는세대들이자나 저날 가지말라고했어도 빡빡우겨서 간사람들 많을듯
1년 전,"""많은 요원들이 있었다면 시민들이 그분들을 따랐겠죠?""
=> 글쎄요? 제 생각은 많은 ""요원들이 있어도 따르지 않았다""에요 어차피 한국은 공권력이 매우 낮은 국가이며 시민들이 경찰을 우습게 여기죠
그리고 이태원 같은데서 노는 양아치 같은 사람들은 더더욱 말을 안듣죠 시민들의 질서의식 부족으로 인한 문제를 통제로 인한 문제로 여기지 마세요"
1년 전,저렇게 좁은골목에 ㅜ
1년 전,에휴...
1년 전,다시보기 10번봐도 울컥하네요 트라우마 극복 하실길 빌어요😂😂😂
1년 전,지인들이 미담만 내놓는거보면 역시 훌륭한 분이셨네.. 좋은의미로 관상은 과학이다 정말. 이런 의인들이 세상을 구하겠지.
1년 전,"이태원참사로 돌아가신분들의 명복을 빕니다
또한 다치신분들과 베지터님 빠른 회복을 바랍니다"
1년 전,지들끼리 놀다가뒤진건데 뭐가 참사야ㅋㅋ
1년 전,"도망칠 시간은 충분했는데도 아쉬움에 끝까지 남아있다가 갇혀버린 그들.....
역시 한번 후진국은 뭐다? 뼛속까지 후진국이다~ 우리가 일본보다 잘 나간다고? 놀구들 있네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
1년 전,안타깝지만 이해가 안가기도 하네 그렇게 사람 많은 골목에 뭐하러 기어들어가는지
1년 전,정치에 이용하는 놈들이 진자 나쁜놈들임. 지옥에 갈거다
1년 전,ㄹㅇㅋㅋ
1년 전,드래곤볼
1년 전,이태원때 빠져나갈시간 충분했습니다. 저도 여기 더있다간 큰일나겠다 싶어서 나왔구요. 그저 목숨걸고 더 놀겠다고 문화 즐기겠다고 남아있던 사람들이 문제인거지
1년 전,이나라에서 정부 관계자는 책임지는 사람이 없는지
1년 전,"국짐당 집권하면 대형사고 터지는게 룰이다.
  투표 잘 하자"
1년 전,"그 수많은 인파를 보고도 기어코 거기에 들어 가서 오늘 짝짓기를 하겠다고 간놈들인데 
도데체 누구한테 책임을 묻겠다는건데?? 누가 누구한테 사죄를 해야된다는 거냐 ?"
1년 전,의인은 개뿔 ㅋㅋㅋ 그 상황에서도 방송하는데
1년 전,누가 가라고 협박이라도 했나요
1년 전,사람의 광기와 절규가 동시에 피어나서 더욱 참혹했던 것 같습니다.
1년 전,슬픈 일이지만 술먹고 놀려고 모여서 놀다가 사람한테 깔려죽은 안타까운 사고입니다
1년 전,"근데 베지터 이사람 구해지고
다른 사람 구할때 한손으론 계속 카메라 들고있는 거임? 당길때 한손으로 하고?"
