time,text
2년 전, @달콤봉봉  너는 유툽에 니애기들 동영상 올려놓고 악플달고 다니네ㅋㅋ 지능몇이냐 진짜? ㅎㅎ어휴~   니행동이 정의롭다 생각해서 그러고 댓글마다 쌈닭처럼 댓글다는거?
2년 전,인생 잘살아라~
2년 전, @달콤봉봉  ㅋㅋㅋ 좌파탈출 지능순이라더니 너보고 하는말인가봐 ㅎ
2년 전, @달콤봉봉  인생 잘살고있다 니인생이나 신경써라
2년 전,"이런글 적지마세요 
악성댓글도 범죄입니다
당신은 가족도 없어신가요"
2년 전,너는 저녁 먹으러 술한잔 하러 안돌아다니냐?
2년 전, @김훅훅-q4e  팩트 적는데 나라탓 하기전 부모들은 뭐했냐고
2년 전,그르니까 나라탓할거면 지들 탓도 할수있어야지 어떻게 맨날 남탓이야
2년 전,이태원참사때 술파티 한건 민주당인데요?  정부관계자 누구도 술마신 사람없음.
2년 전,그럼 반대로 죄가없는데 마냐사냥하는 조리돌림 당하고 뻑하면 사퇴하라는데  그자식들 가족들 마음은 어떻겠음?  이상민 장관이 사법처리 당해야할 근거와 어떤법으로 처리해야 될까?  얘기한번해봐  죄명이 뭔지
2년 전,아이들은  잘못없습니다.윤대통령 매일 출퇴근에 경찰 몇백씩 투입시키면서 작은 골목길하나 단속못한 무능한 정부탓입니다.그날  바리케이트나 골목길 우회만하게끔 단속만했어도 사고 막을수 있었습니다.탄핵만이 갈길입니다. 촛불이 일어납니다}}} 유가족님들 모두 힘내십시요
2년 전,"참 정부가 유족을 모아서 진행을 했으면 이런 일이 있었을까?! 
 갈갈이 다 찢어서 시간만 보내다가 일을 더 크게 만드셨지?! 
 어디 서울 시내에서 158명을 죽은걸 방관 하고서 시간만 끌면 끝날거라고 생각한건가?! 
   보수란 놈들이 정권 잡으면 사람이 백단위로 죽어나가야 하는 이유가 뭘까?!"
2년 전,"뭐라 애기할까요
뭐가 위로가 될까요
꼭 책임자들이 처벌 천벌
받기를~~~"
2년 전,유가족분들 힘내세요. 아픕니다...
2년 전,제대로 철저히 밝혀야합니다
2년 전,결국 저분들도 세월호처럼 정치에 얽혀서 왠지 제2의 세월호 느낌이 난다
2년 전,야 굿판   접어치워라
2년 전,이태원 안전 관련 최고 책임자의 사과를 받아내야 하며 최고 책임자를 형사 처벌해야 한다.
2년 전,윤가놈 탄핵
2년 전,"벌써 파리가 꼬였나?
조만간 구더기 쓰는건 아닐까 싶네요."
2년 전,저많은 기자들 열심히 기사써서 어디다 써먹나? 포털 메인에 기사가 실려져야 정상아닌가
2년 전,"매년 아무런문제가 없었는데

이번에만

그렇다면 책임을 져야한다"
2년 전,청와대 용산이전이 원인이다
2년 전,One billion won should be given to the bereaved families. That's right. It's murder. the head of a district office the mayor and the president Pay with your own money...
2년 전,50가까이 살아오면  좌 우정권을 통틀어 이 윤석열정권은 정말 탄생하지 말았어야할 정부다. 이 미친놈의 정부 하루빨리 끌어내려야한다.
2년 전,고인의 명복을 빕니다. 개개인의 위로와 힘도 도움이 되겠지만 정부에서 관심을 갖고 확실한 책임과 대책이 지어졌으면 좋겠습니다. 언론에서도 지속적으로 관심을 가졌으면 좋겠습니다
2년 전,"기자들 정신차려서 똑바로 취재보도 해라!
외신 반반이라도 따라가라!
유가족 여러분 ㅜㅜ 힘내세요 ㅜㅜ"
2년 전,힘네세요 제발 힘네세요
2년 전,"좌파들은 왜이렇게 이런 사고를 정치적으로 이용해서  본인들밥그릇 사수하는지 모르겠다.  분명 국민들도 세월호 이후 피로도가 높아서 선동도 안당하는데.  
왜 애도도 슬픔도 좀 조용히 차분하게 할순없는걸까? 꼭 온나라가 떠들썩하게해야 애도가되는걸까?"
2년 전,민주당 1찍들은 애도가 목적이 아님.  이게 목적임.
2년 전,"대구지하철 문제 없었는데
노무현때만 불났어 ㅋㅋ"
2년 전,그건 느그 재앙이도 할려고했어. 10대 공략중 하나였다 모질아 ㅋㅋㅋㅋㅋ
2년 전,이태원 참사랑 대통령이랑 무슨상관?  왜 대통령을 끌어내려?  슬픔과애도가 목적이 아니라 민주당과1찍이들 목적은 대선불복이란 말이네? ㅋㅋ   이번사고를 이용해서 탄핵이목적 그치?
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전," @ybpark345  놀았다고 댓글 달 시간에 열심히 사세요 집에만 계시구요 뭐 집에만 있다고 목숨이 영원하진 않지만,.. 벽에 똥칠할때까지 사시길 빕니다"
2년 전,"슬픔을 공감못하는게 아니라 민주당이랑 1찍이들이 이걸 정치화 시키고 이사고를빌미로 세월호시즌2만들고  탄핵이니 뭐니 해서 그런거임. 
그냥 조용하게 슬픔을 나누고 애도하면 안될까요? 꼭 이렇게 정치적으로 이용해야만 애도가 되는거임?
왜   정치적으로 이용해서  이렇게 국민들 피로도를 높이는거임? 그국민들에 대한 공감대는 없음?"
2년 전,"공감이란게 뭘까요
처음뉴스를 접했을때  너무놀랐고
그다음은 너무 무서윘고 사연을들으면서 눈물지었고  밀자한사람이 있다했을때 분노했고 민주당이 정치적으로 사람들 선동하거에 짜증났고
오늘 기자회견을 보면서 진심보다
잘 짜여진 대본같아 보였고
이제 변호사도 준비 다된것같고
오늘은 보상으로가는 과정이라고 생각한 저는 공감능력이 결여된건가요
사실 국가가 잘못한부분이 있으니   국가차원의 보상금은 필요하다고 
봅니다
그렇다면 워로금은 그보상금에 포함되어야겠지요"
2년 전," @나그네-g3v  잘 짜여진 각본같다고 느꼈다니 나그네님은 영화제에서 작품상 받는 영화를 더 좋아하시나보네요 나그네님 말대로 국가가 잘못했으니 보상은 당연히 해야겠죠  유가족들의 절규보다 돈 문제먼저 생각했다니 유감이네요 
어쩔수 없나요? 자본주의 시대에 감정마저 물들어버린 당신이니.."
2년 전, @나그네-g3v  님 정확합니다 유족이 보고읽는 대본 누가 썼을까요? 기획자 민변의 작품이죠 자식이 죽어 썩어문들어지는데 저런거 쓸 정신있는것들이 정상인가ㅎ
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전, @ybpark345  님은 밤에 친구랑 밖에서 놀때 부모님이 동행해주시나요…???? 혹시 어디가 불편하신건가… 제가 편견을 가지고 있는 거라면 죄송합니다 ㅜㅜ;;
2년 전,"유가족분들 잘하셨습니다. 
건강 잘 챙기세요. 응원하겠습니다."
2년 전,누가 피해자를 나쁜 아이들로 만들었나. 평범한 부모 아래에 그냥 보통의 이십대들인데. 왜
2년 전,"경찰 부모들도 오열하고 싶다…. 분명 귀가하라고 했는데… 말도 안 듣고, 굳이 꾸역꾸역 들어가서 밀어서 사람 죽이고 …안전의식 가정교육도 안 한건 … 본인 책임이다… 비와서 하천가지 말라고 해고 가서 죽는거 고속도로에서 걷지 말애도 위험한 상황에 들어가서… 애꿎은 운전자 탓 한다. ㅉㅉ……저런 사람들 때문에… 질서 의식이 안 잡힌다…."
2년 전,에휴....
2년 전,슬픔을 가누기도 전에 이런 자리에 나와진상규명을 호소해야 하는 현실....너무 슬프고 안타깝네요
2년 전,신천지 십만 모이는데 경찰이랑 공무원 700명씩 투입한건 그들인전 위해잖아 근데 왜 일반 국민들 안전에는 신경 안쓰는거냐 이 정부는 법에도 일정 이상 모이는 곳에는 국민 안전 위해 국가가 나서야 된다고 되있다며 왜? 이태원만 예외로 한거냐 거긴 대한민국이 아니었던거냐
2년 전,안전에매몰되어일을그르치지말라는 윤통의 그릇된안전의식에서비롯된참사다ㅡ윤통은국민앞에석고대죄하고 하루속히 물러나라!
2년 전,"어휴...ㅠㅠ
반드시 진상규명이 밝혀져야 합니다
그때부터가 추모입니다
국정조사에 여야는 없습니다
그들을 편히 보내고 가족들의 고통을 조금씩 덜어줄수 있도록 정부에서도 적극 나서야 합니다"
2년 전,"아고ㅡ누군가 이익보는 사람들 있다는것만 아세요
비난이 해결짹 아닙니다"
2년 전,유가족분들 너무나 죄송합니다 비엔나 돌아가시는 어머님 너무나 죄송합니다ㅠ
2년 전,유가족분들 힘내세요 응원합니다
2년 전,유가족분들 고립시키고 책임회피하는 윤참사 박그네 시즌2
2년 전,유가족분들 힘내세요!!
2년 전,국가가 단체로 안타까워했으면 됐지 뭔ㅋㅋㅋㅋ 사람 목숨값에 세금아깝다고 느껴지는건 첨이네ㅋㅋ지들 자식들 남여끼리 도킹하러 유흥즐기러갔을 때 지들은 머함?ㅋㅋㅋ
2년 전,현재 이태원참사에 관하여 아무도 책임지는 사람이 없습니다 현장에서 열심히 뛰었던 경찰 소방관들은 경찰수사를 받고 국민의짐 당은 유족의 결집을 막기 위해 법안을 내놓은 상태 입니다. 또한 국정조사 거부로 이상민을 비롯한 윤핵관들이 책임을 지지 않으려고 합니다. 국민이 매주 광화문에서 촛불을 들고 있지만 무능한 정부는 모르쇠 하고 있습니다. 하루 빨리 탄핵이 되어서 정상적인 국가가 되어야 합니다.
2년 전,유가족분들 같이 촛불집회합시다 범죄자 독재자 윤석열  퇴진하라
2년 전,"눈물이 흐르네요..ㅜ
유가족분들, 생존자분들 모두 힘내셔요."
2년 전,"아무리 콘크리트 부어봐라.
다 뚫고나온다.
진실과 책임을 덮으려할수록 퇴도가 막힌다."
2년 전,또 죽음을 이용해 이득볼려는거냐
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전, @ybpark345  정신 단디 챙기고 다녀라.
2년 전,진짜 몰라서 묻는건데 국가가 잘못한건 뭔가요?... 이태원 압사사고는 축제를 질서없이 즐기다가 발생한 사고인데 누가 가라한적 없고 국가가 주최하지도 않았는데요...
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전, @kwoktaeho  너도 밤에 이태원갔냐?
2년 전," @kwoktaeho  대답이나하라고 ㅋㅋ 부모는 뭐했냐고 ㅋㅋ 국가보고 책임지라하누 ㅋㅋㅋ
국가가 죽였어?"
2년 전,왜 기자회견을 한다고 생개하시나요?
2년 전,그날 좌파 촛불집회땜에 병력없었답니다.
2년 전, @김때굴때굴  지휘부가 그거 보낸다고 10만 모인곳에 기동대 배치 안했다는건 정권 보호위한 기동대는 운영해도 국민 안전관리에 대한건 뒷전이었다는거네
2년 전, @치료법사  법사아재요 대통령용산은 따로기동대를 운영하고있어요.    알겠어요? 이태원이랑은 상관없는부서라고요.  좌파들은 걔네들보내야지 왜 안보냈냐고 대통령 경호보다  국민안전이 우선아니냐고   우기는데  그건 억지임. 그래서 대통령 경호에문제생기면?  그땐 누가책임짐?
2년 전, @치료법사  그걸왜 정권보호라고 얘기하지?
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전,놀다가 힘싸움 하다 서로 뒤진 이태원 버그들 지옥 여행중ㅋㅋ
2년 전,힝내시고  이 지긋한 정부에 당당하게 애기하세요
2년 전,죄송합니다... ㅠ 위로가 안되겠지만 위로드립니다..
2년 전,또 감성팔이냐? 그만 망자는 잊어줘라
2년 전,"애먼사람들 고통받는 거 참 안타깝네요...
피해자들인 경찰관 및 소방관, 그리고 정부관계자들 힘내세요
당신들의 잘못이 아닙니다"
2년 전,유가족분들 힘내세요
2년 전,민주당과  관련  있음  절대  용서안한다
2년 전,"확실한 수사를하여 원인과 그 배후를 밝힌후 
대책을 세우는것이 사망자와 유족들에게 위로가 될것이다."
2년 전,나쁜 시끼들 진짜 뻔뻔하다
